monto_pesos,hora_dia,distancia_residencia_km,ingreso_mensual_pesos,fraude
35352.0,4,2.81,900000.0,0
42895.0,22,8.45,1953102.0,0
366362.0,15,6.53,4271914.0,0
171779.0,18,9.42,5186777.0,0
67562.0,15,12.39,3419811.0,0
491238.0,9,2.92,6139223.0,0
88890.0,15,11.8,1580639.0,0
95688.0,13,2.97,5657572.0,0
532611.0,9,4.14,3142419.0,0
164812.0,12,14.97,4060886.0,0
183211.0,12,7.19,900000.0,0
116172.0,22,4.52,4574445.0,0
91996.0,19,12.25,3182753.0,0
62912.0,9,9.26,7998036.0,0
44203.0,5,16.19,3105355.0,0
25138.0,14,8.69,1639352.0,0
54663.0,3,14.68,1800085.0,0
92975.0,20,7.64,3499798.0,0
110789.0,23,8.36,3316493.0,0
66280.0,13,17.57,1975544.0,0
27543.0,8,3.43,1556146.0,0
194874.0,15,17.49,6445815.0,0
16213.0,19,4.65,2455544.0,0
17845.0,14,0.64,2696448.0,0
100753.0,18,11.14,2088151.0,0
314181.0,17,1.77,6041939.0,0
93107.0,8,6.46,5171289.0,0
6569.0,14,14.85,1596343.0,0
27573.0,11,5.34,2684515.0,0
38199.0,21,9.02,1686168.0,0
204293.0,17,11.99,7764102.0,0
24439.0,7,10.38,3573058.0,0
12635.0,11,6.08,2400076.0,0
41222.0,12,3.2,2325641.0,0
52339.0,22,13.55,3776933.0,0
194088.0,17,3.04,2445630.0,0
190912.0,18,3.13,6540950.0,0
28012.0,9,17.59,1682379.0,0
21202.0,14,6.32,1419862.0,0
311700.0,16,9.41,6082313.0,0
112064.0,10,4.71,2215523.0,0
87835.0,21,16.06,6113796.0,0
55213.0,9,6.89,4542820.0,0
46327.0,19,7.3,1326666.0,0
25555.0,17,10.07,2002491.0,0
8245.0,21,7.49,2876987.0,1
86690.0,18,3.7,2480292.0,0
25016.0,15,6.16,3307532.0,0
104564.0,15,4.86,1999200.0,0
180194.0,9,3.08,2672217.0,0
655468.0,7,34.15,4857074.0,0
122439.0,12,10.62,5828293.0,0
8520.0,12,2.38,1813203.0,0
16559.0,11,40.34,2464612.0,0
19397.0,12,0.82,2611400.0,0
197483.0,11,6.48,1332691.0,0
311211.0,9,7.78,4690386.0,0
235886.0,16,2.79,3819832.0,1
60084.0,10,8.79,3729903.0,0
57504.0,12,2.94,2635216.0,0
82578.0,18,16.51,4519054.0,0
24192.0,7,5.5,4756430.0,0
186967.0,19,12.81,5299619.0,0
25941.0,21,14.07,2549950.0,0
42280.0,14,6.11,3393207.0,0
109836.0,14,6.95,2260955.0,0
121691.0,10,6.02,2344340.0,0
300338.0,2,7.12,4803907.0,0
46057.0,15,6.85,2883992.0,1
23755.0,0,15.22,2573042.0,0
192312.0,22,1.03,3901591.0,0
54487.0,8,7.62,4037580.0,0
11382.0,17,2.72,1849213.0,0
20346.0,2,15.06,1960863.0,0
135971.0,20,5.37,4142851.0,0
39256.0,1,5.37,3739510.0,0
202600.0,12,14.97,2495144.0,0
175177.0,7,2.59,5405084.0,0
68685.0,13,5.91,2651445.0,0
5000.0,18,2.42,967896.0,0
89115.0,10,2.24,1807380.0,0
189393.0,10,3.95,1244216.0,0
632208.0,13,8.08,5257754.0,0
34329.0,17,1.98,3696869.0,0
324211.0,16,15.62,2988909.0,0
7270.0,17,4.16,900000.0,0
28598.0,17,12.1,1242509.0,0
188521.0,18,3.53,2577220.0,0
74558.0,14,1.79,1051802.0,0
303784.0,14,2.95,4700207.0,0
64971.0,16,2.95,2645858.0,0
222093.0,14,9.42,2588058.0,0
58790.0,11,11.99,2704032.0,0
16815.0,11,5.22,1660365.0,0
25513.0,0,1.78,1577568.0,0
5000.0,20,3.92,985467.0,0
21161.0,13,4.55,2836386.0,0
74069.0,7,6.98,3501046.0,0
138042.0,19,3.87,2456993.0,0
94950.0,15,7.58,2397023.0,0
632081.0,22,3.43,1669577.0,0
76679.0,8,7.23,3213937.0,0
110143.0,12,11.87,900000.0,0
5219.0,9,1.71,1525274.0,0
194454.0,11,14.11,1949341.0,0
16065.0,9,10.98,2116897.0,0
161152.0,8,8.97,3156521.0,0
73335.0,15,9.99,2518834.0,0
254101.0,7,2.76,3049955.0,0
106322.0,11,12.87,5555535.0,0
320579.0,12,8.63,5955266.0,0
31477.0,22,25.69,3998038.0,0
293658.0,14,9.01,5564184.0,0
571376.0,10,4.26,7249427.0,0
259928.0,10,4.48,3432712.0,0
31128.0,18,14.97,1297648.0,1
68883.0,17,10.24,4867221.0,0
8943.0,14,4.27,1619982.0,0
569826.0,15,8.26,7796222.0,0
388360.0,13,8.2,7231124.0,0
18130.0,23,3.92,2105588.0,0
62253.0,22,6.11,1529191.0,0
29107.0,19,4.62,1917186.0,0
46808.0,15,3.26,2701548.0,0
124802.0,7,4.68,5665046.0,0
43608.0,15,3.92,1419258.0,0
101823.0,16,4.56,4547898.0,0
50826.0,12,0.71,900000.0,0
26898.0,16,16.29,5458387.0,0
225415.0,6,0.77,2706184.0,0
41352.0,11,8.72,3125138.0,0
20420.0,5,4.78,2641244.0,0
446156.0,14,3.36,4684585.0,0
107942.0,9,3.12,3434397.0,0
287378.0,8,3.15,7085026.0,0
69227.0,18,3.02,1054093.0,0
159842.0,18,5.79,1702044.0,0
77079.0,18,8.07,1335500.0,0
43442.0,15,5.57,4155362.0,0
29021.0,11,2.7,1106776.0,0
139999.0,5,4.45,10661962.0,0
82133.0,9,22.18,2945034.0,0
205309.0,21,3.07,5483072.0,0
22457.0,12,21.94,1645654.0,0
51374.0,16,14.76,3119267.0,0
109930.0,14,10.69,3947001.0,0
90638.0,18,18.69,1898631.0,0
50742.0,15,3.18,2470328.0,0
134753.0,16,6.9,6594115.0,0
80538.0,13,7.38,5618903.0,0
17617.0,5,6.06,3849908.0,0
263785.0,14,2.9,8280218.0,0
32919.0,15,11.43,960241.0,0
276641.0,19,10.39,3286417.0,0
22683.0,16,4.22,2270196.0,0
73491.0,14,1.94,6126808.0,0
300908.0,14,6.7,5155425.0,0
79251.0,13,3.69,5327126.0,0
34605.0,17,4.69,2016445.0,0
87363.0,16,10.24,3813245.0,0
32702.0,14,4.77,5072094.0,0
41812.0,12,2.85,5715288.0,0
38851.0,17,2.78,1682193.0,0
40240.0,13,4.24,1922907.0,0
157945.0,10,2.73,3204266.0,0
63798.0,11,2.15,6030285.0,1
150171.0,7,4.31,3938406.0,0
13025.0,8,4.34,5967402.0,0
5000.0,19,1.59,956727.0,0
155498.0,17,13.62,2411429.0,0
359613.0,9,8.79,3683938.0,0
109309.0,4,15.05,3247517.0,0
7662.0,6,4.14,989451.0,0
44161.0,9,14.37,5129986.0,0
63479.0,18,5.86,3385675.0,0
93261.0,8,9.51,2166337.0,0
154382.0,8,1.61,5410731.0,0
63265.0,16,4.1,1081688.0,0
56519.0,18,7.92,2113598.0,0
251224.0,19,7.34,4553245.0,0
300216.0,21,9.33,3443247.0,0
44023.0,15,19.86,2474507.0,0
150022.0,16,9.97,2572923.0,0
20593.0,20,7.88,2462484.0,0
159458.0,20,11.39,4511375.0,0
20919.0,0,11.53,2368488.0,0
114762.0,17,3.81,4065261.0,0
7247.0,15,11.13,900000.0,0
91232.0,18,2.55,5505789.0,0
398237.0,9,0.43,10723898.0,0
58415.0,17,10.21,3685566.0,0
210341.0,19,8.36,2669874.0,0
132410.0,7,3.5,2086167.0,0
111814.0,10,10.76,4114395.0,0
42679.0,13,4.03,1958196.0,0
65241.0,19,14.74,1784817.0,0
20448.0,19,7.25,900000.0,0
52988.0,11,4.29,3199690.0,0
37222.0,21,6.52,2386112.0,0
17496.0,19,19.71,2459203.0,0
54893.0,10,2.27,2796445.0,0
107069.0,20,8.79,1896774.0,0
205870.0,8,1.97,3103911.0,0
43630.0,10,8.14,1545987.0,0
93930.0,14,12.95,2627821.0,0
26061.0,8,7.07,2398491.0,0
9672.0,12,9.35,1094236.0,0
20000.0,17,1.95,1437687.0,0
5000.0,8,2.73,2021317.0,0
20129.0,16,8.96,2055025.0,0
171140.0,19,12.82,3229020.0,0
350216.0,19,12.9,2240890.0,1
19056.0,17,2.32,2722309.0,0
219374.0,16,11.64,2236188.0,0
24267.0,17,2.66,900000.0,0
73109.0,8,14.2,2616275.0,0
14935.0,14,6.65,1761958.0,0
30527.0,21,4.2,2564348.0,0
20483.0,21,5.76,1837262.0,0
120667.0,14,16.05,4015820.0,0
280691.0,15,6.26,2730178.0,0
55915.0,14,10.33,4133682.0,0
110346.0,12,5.34,4303312.0,0
100926.0,10,7.14,2050260.0,0
137416.0,9,4.94,4384255.0,0
174673.0,13,1.74,3175369.0,0
15553.0,9,5.84,1564784.0,0
25708.0,9,2.32,2626977.0,0
41278.0,7,6.74,2948680.0,0
106852.0,12,2.13,5629801.0,0
197515.0,14,28.07,2311526.0,0
353888.0,13,3.54,6643207.0,0
1178190.0,8,8.69,4276149.0,0
45872.0,18,3.77,900000.0,0
16493.0,16,3.49,1584157.0,0
52695.0,15,10.27,3866001.0,0
22681.0,9,21.09,1257575.0,0
25901.0,16,6.25,3638312.0,0
227752.0,16,6.42,5989800.0,0
106492.0,12,12.61,2416042.0,0
129061.0,16,5.9,6072986.0,0
448659.0,10,8.2,5799568.0,0
36324.0,14,14.44,2714564.0,0
35485.0,12,5.75,2749095.0,0
129354.0,13,2.19,3093492.0,0
125646.0,13,11.56,3576238.0,0
111697.0,12,2.27,1188887.0,0
285844.0,9,33.06,2585490.0,0
91192.0,12,5.48,1115530.0,0
52807.0,17,7.77,2315895.0,0
36075.0,15,1.89,2481707.0,0
10899.0,14,15.25,1030489.0,0
26783.0,12,7.35,1397485.0,0
42472.0,19,8.59,2249415.0,0
489129.0,9,13.55,9187182.0,0
97647.0,16,2.17,1305928.0,0
37531.0,12,8.3,2998533.0,0
82181.0,0,10.0,1712865.0,0
49561.0,12,7.69,2278110.0,0
241844.0,15,7.75,4813700.0,0
41866.0,22,6.06,3321381.0,0
97380.0,19,5.16,3538835.0,0
541594.0,18,2.52,3663565.0,0
50898.0,21,15.36,3842581.0,0
9569.0,14,19.67,900000.0,0
105145.0,2,6.89,3462341.0,1
51472.0,9,21.43,2671988.0,0
154073.0,18,8.45,3484127.0,0
163228.0,11,0.36,4435440.0,0
113009.0,18,3.36,3519201.0,0
19460.0,11,19.16,4093254.0,0
34378.0,9,4.8,1470081.0,0
321917.0,11,4.32,3581971.0,0
165570.0,9,2.92,2636682.0,0
63506.0,8,4.16,2669919.0,0
1139005.0,12,10.02,5724147.0,0
31547.0,22,14.79,2140095.0,0
21142.0,20,19.41,1940579.0,0
12762.0,17,5.16,1359554.0,0
32978.0,17,4.6,2379853.0,0
282187.0,15,9.61,5045501.0,0
92792.0,16,3.12,1118888.0,0
35528.0,11,11.53,3214878.0,0
30187.0,19,3.69,900000.0,0
89083.0,17,7.48,1915497.0,0
34169.0,17,12.99,3561707.0,0
16364.0,12,14.6,2082172.0,0
30344.0,12,12.26,1445565.0,0
48601.0,19,4.19,2286657.0,0
244018.0,20,18.4,4824124.0,0
111866.0,19,6.3,6360988.0,0
295082.0,14,9.29,6432320.0,0
30443.0,8,2.02,4075030.0,0
67957.0,14,2.42,3414182.0,0
179624.0,9,25.17,4815455.0,0
12479.0,19,4.89,1482329.0,0
6198.0,21,14.09,1643056.0,0
61279.0,14,5.64,5697202.0,0
127574.0,15,6.95,4484243.0,0
148144.0,8,8.63,4530873.0,0
71145.0,9,8.57,3163325.0,0
167695.0,19,4.5,1778681.0,0
146927.0,18,3.4,1545833.0,0
111356.0,17,3.98,4690528.0,0
124363.0,7,9.97,5079303.0,0
5897.0,8,8.5,1511888.0,0
40393.0,16,6.68,1864302.0,0
96182.0,16,7.44,2645945.0,0
272003.0,12,5.95,4529766.0,0
17085.0,11,15.79,2321755.0,0
214915.0,14,9.16,1752240.0,0
471890.0,7,8.65,4822294.0,0
136296.0,11,9.36,3888875.0,0
47479.0,13,6.82,1911291.0,0
32977.0,9,6.11,1948334.0,0
334737.0,6,12.66,5155717.0,0
70276.0,14,4.05,1384222.0,0
57498.0,9,8.36,2383423.0,0
55650.0,12,1.86,3584929.0,0
56905.0,8,2.95,3064952.0,0
404736.0,15,0.96,4668312.0,0
59722.0,10,13.5,1092602.0,0
127612.0,9,1.12,2827249.0,1
55367.0,22,7.84,3304412.0,0
62768.0,8,11.34,3363888.0,0
143466.0,20,5.24,3845571.0,0
28556.0,13,7.24,1473798.0,0
120902.0,15,5.04,6199379.0,0
25522.0,19,14.19,3594278.0,0
24341.0,12,6.7,3811283.0,0
109786.0,14,9.91,2038763.0,0
105189.0,6,10.2,3092661.0,0
677666.0,22,8.14,5820423.0,0
34057.0,0,1.29,2776721.0,0
30681.0,20,10.82,3117608.0,0
52247.0,13,9.3,3332802.0,0
23977.0,17,7.33,1140465.0,0
94974.0,15,4.2,2546479.0,0
120518.0,16,8.72,4099145.0,0
11722.0,16,11.69,2140243.0,0
82695.0,9,3.35,2735807.0,0
140767.0,14,9.22,2750020.0,0
31702.0,9,18.85,1174274.0,0
158810.0,6,7.21,4357893.0,0
59560.0,10,17.61,1329623.0,0
68910.0,11,6.23,3532786.0,0
101159.0,22,14.85,2601638.0,0
57685.0,9,5.8,2321007.0,0
73580.0,5,14.04,2904754.0,0
513778.0,19,9.8,4238219.0,0
128799.0,13,16.63,4379883.0,0
20110.0,7,1.79,2209866.0,0
29508.0,9,3.85,2557843.0,0
28405.0,22,2.1,1745312.0,0
36321.0,9,4.82,1253319.0,0
89022.0,12,7.68,4723906.0,0
92500.0,19,4.4,1531320.0,0
201308.0,22,5.55,1868628.0,0
401604.0,22,1.26,3449715.0,0
16320.0,7,15.79,1334277.0,0
110123.0,5,7.99,3646151.0,0
134304.0,19,3.46,1760431.0,0
76390.0,18,8.66,1498678.0,0
67358.0,10,17.0,2034505.0,0
5863.0,9,3.78,1753369.0,0
77544.0,5,2.24,3188180.0,0
1052177.0,15,6.44,6107965.0,0
205442.0,13,9.44,4056624.0,0
105794.0,19,5.13,3615883.0,0
30599.0,12,3.34,1996103.0,0
58441.0,14,7.02,2452227.0,0
46251.0,13,4.28,2945921.0,0
372811.0,12,2.75,2685554.0,0
52302.0,12,1.56,2998609.0,0
6031.0,13,3.12,1429944.0,0
58454.0,21,3.61,7288499.0,0
5109.0,22,18.33,1317440.0,0
8415.0,12,0.73,2529163.0,0
52179.0,15,18.74,4315431.0,0
26781.0,18,10.7,1815412.0,0
88779.0,7,8.04,4871611.0,0
25610.0,14,3.16,1257349.0,0
45958.0,19,3.94,1814023.0,0
59783.0,15,24.01,900000.0,0
354105.0,15,18.94,4813567.0,0
49769.0,14,12.15,1412654.0,0
38392.0,11,2.25,1859674.0,0
345430.0,9,17.83,4142259.0,0
59456.0,15,0.67,3281010.0,0
646746.0,14,31.32,4871667.0,0
247795.0,17,1.94,3871339.0,0
189604.0,8,3.83,4424555.0,0
10375.0,18,0.59,2079853.0,0
36120.0,9,2.6,2583394.0,0
44517.0,7,6.77,4064292.0,0
28809.0,14,10.48,4094118.0,0
68455.0,15,6.4,4552553.0,0
44639.0,13,10.99,1775748.0,0
39717.0,8,7.38,1480557.0,0
55356.0,12,11.52,1356739.0,0
45754.0,18,0.27,2085140.0,0
31377.0,6,3.56,2558615.0,0
48959.0,9,10.36,1403208.0,0
34096.0,10,3.24,2444333.0,0
105639.0,7,6.8,3827363.0,0
33539.0,16,10.55,4658886.0,0
144714.0,13,2.48,1957881.0,0
213747.0,14,5.33,3695622.0,0
18550.0,13,15.47,1340211.0,0
31450.0,14,4.69,1880893.0,0
137368.0,15,7.92,2867242.0,0
98847.0,6,8.86,1895753.0,0
19672.0,15,9.35,1761991.0,0
75198.0,19,5.11,3133742.0,0
176178.0,9,6.7,1567535.0,0
64270.0,9,10.41,2873452.0,0
34978.0,7,6.17,2548586.0,0
56577.0,8,12.26,3575417.0,0
181306.0,9,5.64,4093064.0,0
71295.0,11,7.3,2907660.0,0
17876.0,11,5.54,2055708.0,0
348962.0,7,6.15,4702081.0,0
92504.0,17,8.67,3009491.0,0
18375.0,12,14.01,1664192.0,0
26700.0,14,14.29,2968723.0,0
15923.0,12,8.38,1927626.0,0
80638.0,12,3.38,900000.0,0
18062.0,8,6.36,1593030.0,0
145038.0,12,5.65,2191522.0,0
84905.0,12,6.62,2098256.0,0
25532.0,10,5.01,1158260.0,0
41084.0,14,12.37,2226791.0,0
117382.0,7,3.03,3412966.0,0
36282.0,16,4.05,1441823.0,0
33102.0,8,16.14,3107924.0,0
9886.0,13,20.45,900000.0,0
169764.0,10,1.42,3562790.0,0
18708.0,13,18.64,1976122.0,0
82467.0,8,2.39,1291158.0,0
71199.0,16,5.53,4962727.0,0
78030.0,8,1.83,3482515.0,0
181798.0,16,9.99,4544257.0,0
252092.0,12,9.7,3196643.0,0
179531.0,8,4.7,3261588.0,0
29166.0,1,0.3,2182245.0,0
191181.0,11,6.92,3397877.0,0
82939.0,16,6.51,2572742.0,0
25715.0,13,1.65,1896259.0,0
256633.0,11,6.7,2427736.0,0
51116.0,17,5.44,1336948.0,0
195336.0,8,14.89,2654221.0,0
82849.0,20,7.78,3426859.0,0
50927.0,7,1.84,2881822.0,0
32153.0,16,2.5,3674043.0,0
66373.0,15,7.37,2269772.0,0
16312.0,10,6.97,2740124.0,0
79720.0,16,7.09,2732998.0,0
79521.0,14,16.47,7741302.0,0
45381.0,18,8.24,1319723.0,1
225245.0,12,27.49,8126373.0,0
11139.0,14,7.6,1806239.0,0
29775.0,15,8.49,2240189.0,0
99996.0,7,13.67,3134005.0,0
106489.0,8,21.11,3696771.0,0
152906.0,8,2.73,2653561.0,0
76012.0,15,6.12,3040925.0,0
98291.0,18,1.11,5765294.0,0
566693.0,10,14.47,11149942.0,0
150531.0,16,10.13,3372882.0,0
335630.0,10,5.12,3945184.0,0
77289.0,14,7.4,2555900.0,0
137968.0,17,24.93,6674056.0,0
51645.0,15,5.32,2537210.0,0
29266.0,18,13.7,3562860.0,0
116226.0,6,8.12,1527561.0,0
12024.0,12,7.77,900000.0,0
2298812.0,19,6.7,9307091.0,0
86312.0,10,3.47,4833760.0,0
107121.0,19,0.62,4454444.0,0
122781.0,10,8.45,1627742.0,0
171213.0,13,20.15,1112975.0,0
90969.0,14,1.22,2376063.0,0
110751.0,12,18.61,2883684.0,0
127375.0,15,6.5,4006794.0,0
123935.0,5,4.09,2722217.0,0
75047.0,9,2.27,5433591.0,0
27692.0,16,23.25,3269290.0,0
54937.0,9,13.72,3203311.0,0
176799.0,13,5.81,5095961.0,0
20457.0,15,10.84,1882225.0,0
66230.0,19,1.83,3338187.0,0
134288.0,15,1.89,2001471.0,0
34669.0,12,5.91,1875251.0,0
120044.0,20,7.62,6166604.0,0
93123.0,11,5.5,4908145.0,0
98445.0,20,11.68,3625948.0,0
40074.0,10,1.82,5522981.0,0
70694.0,12,4.26,3324403.0,0
66794.0,14,16.61,5659971.0,0
19641.0,17,4.39,1711401.0,0
14176.0,16,12.1,2505438.0,0
126554.0,8,6.7,3342224.0,0
14932.0,7,5.31,1570058.0,0
36394.0,15,9.56,1884116.0,0
131893.0,1,3.86,1383037.0,0
99601.0,8,11.52,3927112.0,0
129449.0,11,9.49,2112413.0,0
46764.0,18,2.34,3146710.0,0
92008.0,10,1.61,3615126.0,0
77796.0,12,9.44,2495737.0,0
94176.0,15,5.68,2754161.0,0
82269.0,19,17.82,2930954.0,0
77599.0,18,13.17,3427413.0,0
89914.0,15,2.98,5639249.0,0
12541.0,18,1.87,1498285.0,0
68570.0,9,2.77,2857240.0,0
75757.0,10,12.32,1419545.0,0
41346.0,14,4.04,5971387.0,0
5000.0,8,10.55,1008184.0,0
41689.0,13,5.7,2978786.0,0
24904.0,21,1.55,2171052.0,0
47336.0,13,3.56,1992922.0,1
232059.0,7,10.13,4007633.0,0
48479.0,16,0.63,3628718.0,0
73223.0,13,12.43,1619496.0,0
62149.0,14,14.02,3496415.0,0
39772.0,16,11.39,3178769.0,0
56520.0,8,6.89,1815448.0,0
30545.0,8,6.43,1234036.0,0
92608.0,16,5.74,4174087.0,0
48994.0,11,2.84,3961275.0,0
277207.0,14,0.47,3597387.0,0
81232.0,20,5.75,2041085.0,0
434414.0,8,3.28,5235032.0,0
230137.0,17,9.92,15000000.0,0
322105.0,16,5.6,2958482.0,0
83438.0,17,11.53,3614346.0,0
59011.0,9,1.94,1739468.0,0
10373.0,9,1.48,1747606.0,0
500838.0,12,2.35,7016341.0,0
172965.0,21,0.57,9281678.0,0
111204.0,7,1.09,2362448.0,0
7127.0,8,6.81,1891362.0,0
32091.0,0,19.58,1635666.0,0
37364.0,11,7.8,1935683.0,0
141215.0,9,14.66,2773411.0,0
96617.0,15,3.75,1366488.0,0
44964.0,13,8.36,1829363.0,0
229266.0,12,3.49,4500950.0,0
132594.0,9,4.42,2451506.0,0
100793.0,9,9.38,1752714.0,0
191120.0,13,7.01,1413714.0,0
464761.0,9,13.59,4798393.0,0
28853.0,10,3.14,1511910.0,0
106485.0,14,17.5,2474784.0,0
51550.0,14,9.95,4615856.0,0
26294.0,17,3.13,3588925.0,0
120123.0,14,18.57,3134392.0,0
267038.0,15,4.06,3150897.0,0
64181.0,17,4.37,1593703.0,0
16857.0,7,4.16,1804450.0,0
61203.0,7,18.62,2074653.0,0
12593.0,14,2.55,900000.0,0
19241.0,6,6.37,2130302.0,0
30344.0,6,13.93,2532526.0,0
133317.0,8,6.55,2555793.0,0
63298.0,16,4.44,2500487.0,0
36760.0,11,9.13,2990559.0,0
488298.0,0,5.99,3100285.0,0
90225.0,14,3.64,6537793.0,0
147187.0,10,13.91,2914024.0,0
224465.0,10,4.47,4270419.0,0
25376.0,15,4.56,1936294.0,0
22081.0,13,6.7,3204980.0,0
48973.0,6,16.59,3145541.0,0
82953.0,12,1.97,2370623.0,0
15746.0,11,2.02,1054794.0,0
48579.0,17,9.65,1287706.0,0
128485.0,8,3.04,3439237.0,0
369390.0,14,10.2,2616183.0,0
40307.0,4,2.42,2352894.0,0
34814.0,19,3.27,1857862.0,0
96446.0,9,7.43,2831218.0,0
74454.0,17,2.73,3689719.0,0
80744.0,16,5.0,7475517.0,0
75649.0,19,9.76,2683255.0,0
37537.0,11,6.7,2459070.0,0
79405.0,12,1.76,3144993.0,0
163148.0,18,9.71,5135129.0,0
213513.0,11,8.22,9613469.0,0
89895.0,8,1.69,3693971.0,0
20036.0,15,2.4,1236587.0,0
51600.0,10,5.25,2760854.0,0
42385.0,11,23.63,1462316.0,0
93969.0,13,15.36,1607926.0,0
238407.0,12,14.76,7360773.0,0
55614.0,16,6.05,2256774.0,0
21152.0,20,9.69,1846820.0,0
58177.0,18,10.42,5803275.0,0
41847.0,11,4.48,2858493.0,0
16375.0,16,2.06,1472418.0,0
35590.0,10,6.7,2835242.0,0
16093.0,13,1.09,1276801.0,0
19814.0,8,3.39,1714879.0,0
100893.0,19,8.85,3046819.0,0
18999.0,10,12.36,900000.0,0
171579.0,11,4.18,4075838.0,0
160304.0,19,18.44,3167073.0,0
60895.0,14,6.7,4373111.0,0
172540.0,17,2.14,2225881.0,0
90366.0,19,1.67,3479754.0,0
89627.0,7,13.04,1606139.0,0
64861.0,14,3.89,1664803.0,0
78741.0,20,3.95,2925474.0,0
74427.0,0,9.78,2807231.0,1
180231.0,13,10.02,2752403.0,0
581410.0,9,3.52,5810240.0,0
48437.0,13,3.58,2381773.0,0
51650.0,11,4.43,3543555.0,0
76455.0,9,7.36,3345128.0,0
18675.0,11,3.46,3020984.0,0
67560.0,13,10.23,3474117.0,0
103231.0,10,4.83,1069824.0,0
67086.0,9,1.78,2043443.0,0
98870.0,8,7.11,5077748.0,0
50670.0,8,1.86,2358452.0,0
79986.0,16,4.27,4065703.0,0
89590.0,20,5.59,3590856.0,0
75064.0,16,4.76,900000.0,1
43351.0,18,2.19,1349171.0,0
72801.0,8,13.03,1922534.0,0
16787.0,16,4.31,1906199.0,0
17964.0,22,1.17,2165155.0,0
36534.0,21,3.09,2185184.0,0
99247.0,1,4.86,1770408.0,0
54804.0,8,11.37,1920515.0,0
37704.0,11,8.83,946496.0,0
158446.0,7,1.23,8032837.0,0
303226.0,22,5.37,5937509.0,0
149729.0,7,0.92,4473355.0,0
329950.0,13,14.67,2640035.0,1
96247.0,22,10.62,1674975.0,1
218882.0,21,10.11,10544675.0,0
46857.0,14,9.16,1645295.0,0
318249.0,11,3.48,6063140.0,0
164945.0,14,17.66,3272033.0,0
33376.0,9,5.42,1672166.0,0
73618.0,7,5.15,1761377.0,0
136538.0,16,1.99,2189396.0,0
90611.0,8,4.28,1956524.0,0
16131.0,9,13.39,1267113.0,0
41825.0,21,1.28,3482221.0,0
39166.0,5,9.06,1663988.0,0
38308.0,17,7.85,4193855.0,0
134403.0,9,2.21,2498991.0,0
122709.0,14,4.84,2980998.0,0
415381.0,9,5.52,2937598.0,0
28019.0,13,16.37,2226829.0,0
60231.0,14,3.23,2611950.0,0
116931.0,19,3.12,3030794.0,0
22815.0,7,6.59,9816268.0,0
20588.0,16,9.35,1358310.0,0
23623.0,15,9.48,1871051.0,0
224558.0,16,7.83,2224253.0,0
37687.0,20,20.44,1376195.0,0
22731.0,17,5.83,1319379.0,0
9398.0,13,8.22,1167933.0,0
276886.0,6,1.59,2644001.0,0
15944.0,13,1.36,2030675.0,0
37919.0,21,5.31,2987227.0,0
31224.0,18,3.06,1240398.0,0
30162.0,12,2.41,1664889.0,0
143008.0,15,5.73,4485275.0,0
110193.0,18,2.81,4104308.0,0
40169.0,18,13.01,1151024.0,0
216384.0,9,9.41,4271013.0,0
182234.0,8,5.35,2003543.0,0
29527.0,15,8.03,1471958.0,0
14307.0,20,12.27,4035229.0,0
69811.0,7,5.33,4430820.0,0
56473.0,14,4.31,900000.0,0
83166.0,21,0.87,4335439.0,0
46609.0,13,2.2,2044451.0,0
69447.0,8,8.53,2012696.0,0
173460.0,12,22.32,2183065.0,0
104260.0,7,0.52,4818373.0,0
138520.0,18,12.24,5328542.0,0
84604.0,13,1.4,3198174.0,0
184404.0,15,8.26,4070266.0,0
652613.0,9,8.51,8522926.0,0
398082.0,17,6.7,2610873.0,0
51630.0,11,11.96,1510618.0,0
45250.0,16,17.99,3515103.0,0
147110.0,12,0.8,3879709.0,0
6705.0,19,10.83,2418087.0,0
6486.0,16,19.99,2374421.0,0
91559.0,7,9.73,8579976.0,0
59231.0,17,13.66,2292582.0,0
20152.0,10,3.7,1617900.0,0
70497.0,9,6.02,900000.0,0
448775.0,14,4.13,4147442.0,0
271154.0,12,12.37,5325125.0,0
28870.0,12,7.56,1392820.0,0
60078.0,1,3.96,3648955.0,0
64723.0,18,7.4,2201975.0,0
322670.0,8,12.79,2752647.0,0
14430.0,7,5.95,1923344.0,0
43934.0,13,13.53,2643112.0,0
144913.0,7,13.24,4280413.0,0
70380.0,16,3.2,2013419.0,0
23174.0,12,6.03,1836480.0,0
35738.0,10,3.74,1532385.0,0
147873.0,8,1.0,4948328.0,0
24795.0,19,8.02,1688059.0,0
202477.0,18,7.99,3755883.0,0
32711.0,8,9.55,1348090.0,0
74987.0,20,9.25,900000.0,0
53648.0,18,0.46,1961976.0,0
213120.0,8,2.34,3037091.0,0
88452.0,18,4.86,4841545.0,0
174386.0,15,2.31,4133946.0,0
12321.0,10,2.13,3186974.0,1
16430.0,12,10.11,900000.0,0
39329.0,16,16.35,3479727.0,0
87380.0,6,6.03,1187687.0,0
77929.0,10,9.86,1822814.0,0
256883.0,13,12.05,7128379.0,0
34472.0,8,12.14,4635558.0,0
52384.0,18,6.19,1480997.0,0
60856.0,8,1.57,2214978.0,0
39734.0,7,7.83,4127234.0,0
89172.0,19,6.17,2473776.0,0
176109.0,8,1.58,2383309.0,0
29850.0,17,9.59,1450125.0,0
222357.0,14,4.43,3605244.0,0
138087.0,13,26.02,3879156.0,0
